,Event_Name,Venue,Event_Date,Number_of_Attendees
27,"Adhd with Thomas Delta, M.Vaughan, & Seth Magoon at Louie & Chan",Louie & Chan,2018-02-10,3
28,Matoma at Terminal 5,Terminal 5,2018-02-10,2
29,Cirkiz 'Love Is The Message' Valentine's Dance with DJ Alden at Cielo,Cielo,2018-02-10,2
30,Hearts of Bass at The Keep,The Keep,2018-02-10,2
31,"Just Right Loft Party with Josh Milan, Lou Banga, Beast621, Chicago at John's House of Music",John's House of Music,2018-02-10,2
32,La Propia at Rose Gold,Rose Gold,2018-02-10,2
33,House of Love with Amtrac at House Of Yes,House Of Yes,2018-02-10,2
34,Serious Sound presents: Keep the Heat at Studio M,Studio M,2018-02-10,1
35,Olivia Block / Drew Mcdowall / Lea Bertucci at Issue Project Room,Issue Project Room,2018-02-10,1
36,Family Dance Brooklyn - Season 5 Kick-off at C'mon Everybody,C'mon Everybody,2018-02-10,1
37,Love or Lust at Club Amadeus,Club Amadeus,2018-02-10,1
38,Inception at On Now Lounge,On Now Lounge,2018-02-10,1
0,Planetarium with Josh Dunn and Justin Carter Djing and Relaxer Playing Live at Nowadays,Nowadays,2018-02-11,24
1,Discreet presents: Boots & Kats / Jack Thompson / Creed-C at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-11,10
2,Lifted with Karina (Extended set) & Ika at TBA Brooklyn,TBA Brooklyn,2018-02-11,6
3,Sintastic Sunday Morning Static Membership After Hours present: Clyde P & Paolicelli at TBA - New York,TBA - New York,2018-02-11,5
4,Bad Behavior: Queer Valentines at House Of Yes,House Of Yes,2018-02-11,3
5,Birdcage at Le Bain,Le Bain,2018-02-11,3
6,Sunday at The Panther Room,The Panther Room,2018-02-11,2
7,Sunday Sessions with Anthony Lopez & Friends at Doha Club,Doha Club,2018-02-11,2
8,Sundays in The Panther Room - Julio/ Gouranga Clan/ Michel Harruch at Output,Output,2018-02-11,2
9,Tony Touch & Mrvoodoo Ray - Funkboxnyc at Cielo,Cielo,2018-02-11,2
10,"IW with Philly, Franco, Ma Sha, Atripp at Nublu",Nublu,2018-02-11,2
11,Sunday Soul Sessions with Binky Griptite at Threes Brewing,Threes Brewing,2018-02-11,1
0,Windows 8 at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-12,6
1,Industry Night with Steve Tek / Cliff Gerdes / Juan Jimenez at TBA Brooklyn,TBA Brooklyn,2018-02-12,6
2,Konkrete Jungle NYC 'feat. Basscake & Lethalness' at The Delancey,The Delancey,2018-02-12,3
0,Traffic Control Label Party with No Regular Play / Taylor Bense at TBA Brooklyn,TBA Brooklyn,2018-02-13,7
1,Friends at Flowers ~ Melizards ~ Trag/c ~ Atripp at Flowers For All Occasions,Flowers For All Occasions,2018-02-13,2
2,Glasser (February Residency) at Union Pool,Union Pool,2018-02-13,2
3,The Crown Heights Radio Affair - Friends and Lovers at Friends & Lovers,Friends & Lovers,2018-02-13,1
4,Funk You with DJ Bruce at House Of Yes,House Of Yes,2018-02-13,1
5,Fat Tuesday at Threes at Threes Brewing,Threes Brewing,2018-02-13,1
0,Deep Space Love Night - DJ Spinna b2b François K. at Output,Output,2018-02-14,62
1,A Love Thậng (Long) Valentines at X Marks The Lot,X Marks The Lot,2018-02-14,8
2,Fuck Love at House Of Yes,House Of Yes,2018-02-14,7
3,Momentum-Row with Connie / Pjay / Eskuche / Corazon de Melon at TBA Brooklyn,TBA Brooklyn,2018-02-14,19
4,Viberz Valentines at Jupiter Disco,Jupiter Disco,2018-02-14,1
5,Lovebreak! Valentines with Jazzy Joyce at Common Ground Bar,Common Ground Bar,2018-02-14,1
6,Fat Tuesday at Threes at Threes Brewing,Threes Brewing,2018-02-14,1
0,"MNMLKTCHN with Delano Smith, Willie Graff & Michel Harruch at Good Room",Good Room,2018-02-15,35
1,A Club Called Rhonda Nyfw at Public Arts,Public Arts,2018-02-15,27
2,"Naafi with FAUSTO Bahía, Debit, Lao, Mexican Jihad at Elsewhere",Elsewhere,2018-02-15,19
3,Mija - Never B Alone Tour at House Of Yes,House Of Yes,2018-02-15,10
4,JIA Thursdays - Hex Hector - Moved to Nublu NYC at Nublu 151,Nublu 151,2018-02-15,10
5,"Jacks FUN House / Hex Hector, Mike Frade & Anelo Pontecorvo at Nublu 151",Nublu 151,2018-02-15,4
6,"Kiss & Tell Party: Love Hangover with Sassmouth, Star Eyes, Beto Cravioto at Bossa Nova Civic Club",Bossa Nova Civic Club,2018-02-15,13
7,Modal Form 13: Aurora Halal / M Parent / Kohl at Jupiter Disco,Jupiter Disco,2018-02-15,10
8,Philogresz All Night Long at TBA Brooklyn,TBA Brooklyn,2018-02-15,10
9,"Paris Paris with Palmish b2b Thomas Delta, Adrien Calvet b2b S.ake at The Black Lodge",The Black Lodge,2018-02-15,9
10,Ike Release and Solpara at Nowadays,Nowadays,2018-02-15,8
11,The Jungle - Manny Ward/ Rob Sperte in The Panther Room at Output,Output,2018-02-15,6
12,John F.M. in The Basement at Kind Regards,Kind Regards,2018-02-15,3
13,IW ~ Haruka ~ Swim ~ Jung Hardware ~ Atripp at Rebecca's,Rebecca's,2018-02-15,3
14,Filthy Habits presents a Post-Vday POP UP at Tilt BK,Tilt BK,2018-02-15,3
15,"yes&yay presents: Thursday Church Service - Resy, &Roses, Claudia Martinez, Nico Kass at Macao Trading Company",Macao Trading Company,2018-02-15,1
16,Syncretics Series: Craig Taborn & Kris Davis at Issue Project Room,Issue Project Room,2018-02-15,1
17,'Digital Explosion' Dub-Stuy Residency at Black Flamingo,Black Flamingo,2018-02-15,1
18,The WARPER PARTY at The Keep,The Keep,2018-02-15,1
19,"Jacks FUN House / Hex Hector, Mike Frade & Anelo Pontecorvo at Nublu 151",Nublu 151,2018-02-15,1
20,Burlesque Afterparty at Nurse Bettie,Nurse Bettie,2018-02-15,1
