,Event_Name,Venue,Event_Date,Number_of_Attendees
1,Adam Beyer/ Julia Govor at Output and Jean Pierre in The Panther Room at Output,Output,2018-02-23,530
2,"The Level Party with Palms Trax & Solar, Delroy Edwards, Russell E.L. Butler (Live) at Elsewhere",Elsewhere,2018-02-23,223
3,The Long Count Five Year Anniversary with Sleeparchive & Henning Baer at Good Room,Good Room,2018-02-23,123
4,"Nomads Only Feat. Kaitaro Live, Matt Foley at TBA Brooklyn",TBA Brooklyn,2018-02-23,19
5,Sunnery James & Ryan Marciano at Schimanski,Schimanski,2018-02-23,18
6,"Beto Cravioto, Love Letters and Carry Nation at Nowadays",Nowadays,2018-02-23,13
7,Rendezvous Anniversaire at TBA - Brooklyn,TBA - Brooklyn,2018-02-23,10
8,Mother: As Interpreted and Rescored by Macy Rodman at The Spectrum,The Spectrum,2018-02-23,9
9,Bushwick A/V: Philip Goyette / Sophia Saze / Willmer Sosae at Studio 299,Studio 299,2018-02-23,7
10,Space Cats with HOY Residents at House Of Yes,House Of Yes,2018-02-23,6
11,"Motor x Cultivated Sound: IVVY, Lychee at Tilt BK",Tilt BK,2018-02-23,17
12,Pleasure Jams at Rose Gold,Rose Gold,2018-02-23,10
13,"Soundssosweet002:DJ Scott Brown, Soulslinger *Stevenuniverse2* at Brooklyn Bazaar",Brooklyn Bazaar,2018-02-23,6
14,"PillowTalk, Bamboozle (Soul Clap), Cratebug at Black Flamingo",Black Flamingo,2018-02-23,6
15,"P.Leone, Person Of Interest & Cranks at Le Bain",Le Bain,2018-02-23,5
16,"Above - Sleepy & Boo, Panooc, Passport, Ramsey Neville at Mccarren Hotel Rooftop",Mccarren Hotel Rooftop,2018-02-23,5
17,Kindergarten Pt.9 at H0L0,H0L0,2018-02-23,4
18,Red Light Secrets Friday Morning After Hours Music By: Alan Epps (Miami) at TBA - New York,TBA - New York,2018-02-23,3
19,Don Diablo at Terminal 5,Terminal 5,2018-02-23,2
20,Friday Happy Hour with LAW at TBA Brooklyn,TBA Brooklyn,2018-02-23,2
21,The Jook Jam with Radical One & Jean Sean at The Emerson,The Emerson,2018-02-23,1
22,Living for the City: Stevie Wonder Night at Bar Uni,Bar Uni,2018-02-23,1
23,El Nene La Amenazzy Live at Doha Club,Doha Club,2018-02-23,1
24,Xoxa Hack the Planet at Superchief Gallery NY,Superchief Gallery NY,2018-02-23,1
25,"Life On Venus - Fleg, Tomahawk Bang & Mai Lé Grooves at Ceremony",Ceremony,2018-02-23,1
26,Blank Forms presents Tashi Wada at San Damiano Mission,San Damiano Mission,2018-02-23,1
27,"Signed, Sealed, Delivered at The Mailroom",The Mailroom,2018-02-23,
0,Elevation Warehouse Launch w Satori & The Band From Space Live at Ssshhh,Ssshhh,2018-02-24,547
1,"Function with Headless Horseman, Tapefeed, Umfang, Mike Huckaby, and SPRKLBB at Elsewhere",Elsewhere,2018-02-24,288
2,"Unter: Dvs1, Denise Rabe, Mary Yuzovskaya at Nowadays",Nowadays,2018-02-24,288
3,"ReSolute Back To The Light: Lawrence, John Dimas, Lauren Ritter + Orazio Rispo for Bday set at TBA - New York",TBA - New York,2018-02-24,157
4,Man vs Drum: Patrick M at Analog Bkny,Analog Bkny,2018-02-24,106
5,Matthias Tanzmann/ wAFF/ Alan Nieves at Output and Bespoke Musik in The Panther Room at Output,Output,2018-02-24,99
6,"Antenes, Sofia Kourtesis, Amourette, Siren, Justin Strauss at Good Room",Good Room,2018-02-24,44
7,Paul Oakenfold at Schimanski,Schimanski,2018-02-24,29
8,"Lost in Music - Sleepy & Boo, Arturo Chi'en, Alexander:Louis, Nico Kass at The Paper Box",The Paper Box,2018-02-24,24
9,Sublet presents Sublet Debut Party at The Deep End,The Deep End,2018-02-24,20
10,Soup X FAM / 'How's The Weather' Release Party at TBA Brooklyn,TBA Brooklyn,2018-02-24,11
11,Bushwick A/V: Melodie / Lou Flores / Ohm Hourani at Studio 299,Studio 299,2018-02-24,8
12,Reel Good with Razor-N-Tape at Rose Gold,Rose Gold,2018-02-24,5
13,Jay Critch Live at Freq NYC (Formally Space Ibiza) College Party at FREQ,FREQ,2018-02-24,1
14,Lane 8: Little By Little Tour at Brooklyn Steel,Brooklyn Steel,2018-02-24,47
15,In The Dark EP Release Party at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-24,13
16,LPH with Jacques Renault & Love on the Run at El Cortez / The Safari Room,El Cortez / The Safari Room,2018-02-24,11
17,RAW Static Membership Saturday Morning After Hours Music By: Manny Ward at TBA - New York,TBA - New York,2018-02-24,7
18,Elements Lakewood Warmup Sessions: Summer Camp at House Of Yes,House Of Yes,2018-02-24,6
19,Move For Life at The Well,The Well,2018-02-24,6
20,Riobamba x Toribio x Florista at Black Flamingo,Black Flamingo,2018-02-24,5
21,Tortured Soul  at Brooklyn Bowl,Brooklyn Bowl,2018-02-24,5
22,Paul Raffaele all Night at Le Bain,Le Bain,2018-02-24,4
23,Friday Happy Hour with LAW at TBA Brooklyn,TBA Brooklyn,2018-02-24,2
24,I Feel: The Grand Prohibition Ball at TBA - Brooklyn,TBA - Brooklyn,2018-02-24,2
25,Dessert Co. presents Celestial Friends at Bizarre Bushwick / Bizarre Bar,Bizarre Bushwick / Bizarre Bar,2018-02-24,2
26,Salt & Pepper x Abraham Othwell x The Wig x St. Xose at Petra Bar,Petra Bar,2018-02-24,1
27,Jay Critch Live at FREQ,FREQ,2018-02-24,1
28,Grand Opening of Show Saturdays with Dj Big Ben and Alex Sensation at Show Nightclub,Show Nightclub,2018-02-24,1
29,Scores Saturday Let's Get Weird Party at Scores,Scores,2018-02-24,1
30,DR Independence Night at Club Amadeus,Club Amadeus,2018-02-24,1
31,Doha on Saturdays at Doha Club,Doha Club,2018-02-24,1
32,Zoey Dollaz Saturday at Scores,Scores,2018-02-24,1
33,Lily Ray at Bossa Happy Hour at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-24,1
34,Beatriz Ferreyra / Eric Frye: Obfuscation Morphologies at Issue Project Room,Issue Project Room,2018-02-24,
35,TAJ Saturdays at Taj Lounge,Taj Lounge,2018-02-24,
0,Classic Album Sundays NYC present​s Alice Coltrane 'Journey In Satchidananda' at Magick City,Magick City,2018-02-25,17
1,Planetarium with Josh Dunn and Simon Gabriel Djing All Night at Nowadays,Nowadays,2018-02-25,15
2,Lane 8: Little By Little Tour at Brooklyn Steel,Brooklyn Steel,2018-02-25,47
3,Love & Respect: A Musical Tribute & Benefit for Carlos Sanchez at Black Flamingo,Black Flamingo,2018-02-25,12
4,Sundays in The Panther Room - Shonky/ Willie Graff at Output,Output,2018-02-25,9
5,Lifted with Maksim (Resolute) at TBA Brooklyn,TBA Brooklyn,2018-02-25,8
6,Tortured Soul  at Brooklyn Bowl,Brooklyn Bowl,2018-02-25,5
7,Energy 2 Burn with Eli Escobar & Duane Hattiott at House Of Yes,House Of Yes,2018-02-25,2
8,Tony Touch & Mrvoodoo Ray - Funkboxnyc at Cielo,Cielo,2018-02-25,2
9,Sunday Soul Sessions with Binky Griptite at Threes Brewing,Threes Brewing,2018-02-25,1
10,Reunions Part III at H0L0,H0L0,2018-02-25,1
11,Faith Lift Party with Dj's Logan's Run Brgzr Jclef at C'mon Everybody,C'mon Everybody,2018-02-25,1
12,Spooky Sundays at TBA - Brooklyn,TBA - Brooklyn,2018-02-25,1
13,Birdcage with Johnny Dynell at Le Bain,Le Bain,2018-02-25,1
14,Sunday Sessions w/ Miss Jennifer & Friends at Doha Club,Doha Club,2018-02-25,1
15,Spacetime at DTF,DTF,2018-02-25,1
16,Lily Ray at Bossa Happy Hour at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-25,1
0,Carla dal Forno with Faten Kanaan at Good Room,Good Room,2018-02-26,78
1,Planetarium with Josh Dunn and Simon Gabriel Djing All Night at Nowadays,Nowadays,2018-02-26,15
2,Industry Night with Alexander Gentil / Anderson / Brian Dario at TBA Brooklyn,TBA Brooklyn,2018-02-26,3
3,Konkrete Jungle 2/26 - RAW AKA 6blocc at The Delancey,The Delancey,2018-02-26,2
4,Spacetime at DTF,DTF,2018-02-26,1
0,Cheers Bklyn with The WIG & Panooc / Abraham Othwell at TBA Brooklyn,TBA Brooklyn,2018-02-27,5
1,Glaser (February Residency) at Union Pool,Union Pool,2018-02-27,3
2,Dala Records & Friends at Threes Brewing,Threes Brewing,2018-02-27,1
0,Momentum-RoW with Sid Vaga / Anthony Lopez / Deap Soma at TBA Brooklyn,TBA Brooklyn,2018-02-28,12
1,Pure Immanence xix at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-02-28,11
2,Zeta Function at Ceremony,Ceremony,2018-02-28,8
3,Death Panel Night.: Live Electronic Music at H0L0,H0L0,2018-02-28,7
4,Purim: Night Of A Thousand Faces at House Of Yes,House Of Yes,2018-02-28,2
5,Lights Off at Kind Regards,Kind Regards,2018-02-28,1
6,Kinder Circus - Rhythm Of The Jungle at JIA Lounge,JIA Lounge,2018-02-28,1
7,Rootsnyc presents Louie Vega and Kevin Hedge All Night at Cielo,Cielo,2018-02-28,1
8,Jupiterdance with Special Guest Thereal at Jupiter Disco,Jupiter Disco,2018-02-28,1
0,"Dense & Pika, Pig&Dan at Output",Output,2018-03-01,114
1,"Love Tempo, Dan Only, Monolithic, Delle Donne at Good Room",Good Room,2018-03-01,7
2,"Cultivated Sound presents: AceMo, Vveiss, Maŕa, Mauricio, Brooks & Medusa Lee at TBA Brooklyn",TBA Brooklyn,2018-03-01,15
3,Synthicide at Bossa Nova Civic Club,Bossa Nova Civic Club,2018-03-01,11
4,Paris Paris with Palmish and Thomas Delta at The Black Lodge,The Black Lodge,2018-03-01,9
5,Insight - Molly/ Rama in The Panther Room at Output,Output,2018-03-01,5
6,Danny Krivit All Night at Nowadays,Nowadays,2018-03-01,4
7,Minimal Disco at Rose Gold,Rose Gold,2018-03-01,3
8,Sweet Spot presents Wolf Lamb at Public Arts,Public Arts,2018-03-01,3
9,ÉMU Album Release Show at E&C,E&C,2018-03-01,2
10,Moira #6 at Sugarhill Disco,Sugarhill Disco,2018-03-01,2
11,"Mixpak Residency: Amy Becker, Hexapoda (Embaci DJ Set), Dre Skull, The Large at Black Flamingo",Black Flamingo,2018-03-01,2
12,"yes&yay presents: Church Service - Space K, Marco Petrazzi, Nico Kass at Macao Trading Company",Macao Trading Company,2018-03-01,2
13,Blue Enough with DJ Voices & DJ Snafu at Jupiter Disco,Jupiter Disco,2018-03-01,1
14,Flang Flang at Le Bain,Le Bain,2018-03-01,1
15,[CANCELLED] Ghe20g0th1k Radio Launch Party at Schimanski,Schimanski,2018-03-01,4
0,Volvox and DJ Bone at Nowadays,Nowadays,2018-03-02,166
1,Alan Fitzpatrick at Schimanski,Schimanski,2018-03-02,88
2,"Dasha Rush with Gunnar Haslam, A.Arias, Faso, Free Magic, and Joey Anderson at Elsewhere",Elsewhere,2018-03-02,78
3,"Analog Soul, The Duchess, M Parent, Nathaniel Young, Archivist, Kristen Dalen at Good Room",Good Room,2018-03-02,56
4,"Discotechnique with Jellybean Benitez, Eli Escobar & More at House Of Yes",House Of Yes,2018-03-02,56
5,Bushwick A/V 3-Year Anniversary: Taimur / David Paglia / KO. at Studio 299,Studio 299,2018-03-02,19
6,Frisson with Nikita / Joe Foxton at TBA Brooklyn,TBA Brooklyn,2018-03-02,11
7,Twice as Proper - Submerge with Deepbass at Tilt BK,Tilt BK,2018-03-02,8
8,Arteteria. Local art and Music in a Global City. Open Vodka Bar 11pm-12 at Revel NYC,Revel NYC,2018-03-02,1
9,Osunlade & Sonny Daze at Le Bain,Le Bain,2018-03-02,17
10,"Sleepy & Boo with Deap Soma, Scott Matthews and Oscar Castro at Rose Gold",Rose Gold,2018-03-02,10
11,Good Looks presents - Croatia Squad/ Dom Dolla/ Kill Them with Colour/ Truth x Lies/ Seros Lee at Output,Output,2018-03-02,10
12,"Flood - P.Leone, Young Male, Motiv-A, Caiazzo at Bossa Nova Civic Club",Bossa Nova Civic Club,2018-03-02,8
13,Broke City: Beau Wanzer & Gaul Plus at Jupiter Disco,Jupiter Disco,2018-03-02,7
14,Excision at Terminal 5,Terminal 5,2018-03-02,4
15,Stefan Ringer x Elio Stereo x Bryce David at Black Flamingo,Black Flamingo,2018-03-02,4
16,Working Women Invite Amourette at The Mercury Lounge,The Mercury Lounge,2018-03-02,4
17,"Soul Clap Records Winter Residency with Nona Hendryx, Pontchartain, Social Lovers, DJ Bamboozle at C'mon Everybody",C'mon Everybody,2018-03-02,4
18,Microtones: Gabor at Forest City Lodge 180,Forest City Lodge 180,2018-03-02,3
19,Human Head Soundsystem at Kind Regards,Kind Regards,2018-03-02,3
20,Atlantic Rhythms at H0L0,H0L0,2018-03-02,2
21,Seductive Fridays at Legrande NYC,Legrande NYC,2018-03-02,2
22,Let's Dance: David Bowie Party at The Way Station,The Way Station,2018-03-02,1
23,"Carl Stone, Ned Rothenberg, Ami Yamasaki at Issue Project Room",Issue Project Room,2018-03-02,1
24,Quiet Clubbing at Studio Square Loft,Studio Square Loft,2018-03-02,1
25,Ladies Night Fridays at Doha Club,Doha Club,2018-03-02,1
26,Muévete Jevi 5.0 at Baby's All Right,Baby's All Right,2018-03-02,1
27,Joe Bronson b2b Omer all Night at Amaya NYC,Amaya NYC,2018-03-02,1
0,Wrecked with Ron Like Hell & Ryan Smith All Night Long at Analog Bkny,Analog Bkny,2018-03-03,303
1,Not All There: Guy J at Lot 45,Lot 45,2018-03-03,140
2,CamelPhat with Will Clarke at Schimanski,Schimanski,2018-03-03,123
3,"Soul Clap, Bradley Zero, Pontchartrain, Lauren Flax, Cry Baby, FBI Warning at Elsewhere",Elsewhere,2018-03-03,103
4,"Allergy Season: Beta Librae, Physical Therapy and Flørist at Nowadays",Nowadays,2018-03-03,92
5,REKT at The Paper Box,The Paper Box,2018-03-03,72
6,Boris/ Cocodrills at Output and Anané/ Christian Mantini in The Panther Room at Output,Output,2018-03-03,70
7,"Goonroom presents: Krystal Klear [Cold Tonic / Running Back], Day Cart & Wig-Wam at Rose Gold",Rose Gold,2018-03-03,59
8,"Willie Burns & L.Sangre, Steve Mizek & Savile at Good Room",Good Room,2018-03-03,39
9,"REDUX presents Mike Huckaby (all Night Long) on 3/03 at TBA - Buffalo, Buffalo/Rochester","TBA - Buffalo, Buffalo/Rochester",2018-03-03,32
10,Love Medicine Roots: LUM - Eli Light - Isaiah Martin - SON OF A SON at TBA - New York,TBA - New York,2018-03-03,30
11,Bushwick A/V 3-Year Anniversary: Gio/Myroslaw/Sophia/K1W1/Misha at Studio 299,Studio 299,2018-03-03,18
12,Frequencies with Sleepy & Boo Mafia B & Dysco at TBA Brooklyn,TBA Brooklyn,2018-03-03,13
13,"Pink Noises: Nkisi, Bearcat, Ariel Zetina, S0ln0va at The Shiva",The Shiva,2018-03-03,7
14,"Eliott Lipp, Sam O.B., Chung, Michna at H0L0",H0L0,2018-03-03,6
15,Africa Now! at The Apollo Theater,The Apollo Theater,2018-03-03,51
16,"JACK DEPT. NYC - Kiernan Laveaux, Father of Two, Dee Diggs, John Barera at Bossa Nova Civic Club",Bossa Nova Civic Club,2018-03-03,27
17,Justin Cudmore x Cardio ATL at Black Flamingo,Black Flamingo,2018-03-03,12
18,Maurice Fulton all Night at Le Bain,Le Bain,2018-03-03,9
19,Patrick Dunn's Birthday Bash at Private Party,Private Party,2018-03-03,8
20,"Trajectory 04: Nicholas.AM, Said The Rabbit, Somal & Bokeh at Starvue",Starvue,2018-03-03,7
21,RAW Static Membership Saturday Morning After Hours Music By: Patrick Dunn at TBA - Brooklyn,TBA - Brooklyn,2018-03-03,5
22,Path of Righteousness Tour: Hippie Sabotage at Brooklyn Steel,Brooklyn Steel,2018-03-03,2
23,Dani Dobkin // The Glad Scientist // Frank Spigner // Sleepwalks at Muchmore's,Muchmore's,2018-03-03,2
24,"PFR: DJ Mesh, Fritz Ta, Swami, Hidden Prism & More at Bushwick Public House",Bushwick Public House,2018-03-03,2
25,Excision at Terminal 5,Terminal 5,2018-03-03,1
26,Hot Wax - An All Vinyl Affair at The Graham,The Graham,2018-03-03,1
27,Last Minute Sessions with DJ Junior Sojal Fortune and Siren at LP & Harmony,LP & Harmony,2018-03-03,1
28,Dan The Man Birthday Celebration at Club Amadeus,Club Amadeus,2018-03-03,1
29,Locals Only with Run P. at Bed-Vyne Brew,Bed-Vyne Brew,2018-03-03,1
30,Dj Domester Birthday Celebration at Doha Club,Doha Club,2018-03-03,1
31,Kind Regards: David Paglia/St. Xose/Thomas Delta at Kind Regards,Kind Regards,2018-03-03,1
32,Feel Real presents Bad Habits at Rumpus Room,Rumpus Room,2018-03-03,1
33,Mako - Breathe Tour at Irving Plaza,Irving Plaza,2018-03-03,
34,Crashes in Love at Jupiter Disco,Jupiter Disco,2018-03-03,
